Word / POS / COUNT
rains / NOUN / 1
onslaught / NOUN / 1
mice / NOUN / 1
snow / NOUN / 1
fell / VERB / 1
1825 / CONJUNCTION / 1
thaw / NOUN / 1
produced / VERB / 1
waters / NOUN / 1
recede / VERB / 1
mid-june / NOUN / 1
24 / CONJUNCTION / 1
400 / CONJUNCTION / 1
plains / NOUN / 1
443 / CONJUNCTION / 1
survivors / NOUN / 1
arduous / ADJECTIVE / 1
clustered / VERB / 1
galena / NOUN / 1
vevay / NOUN / 1
1837 / CONJUNCTION / 1
157 / CONJUNCTION / 1
200 / CONJUNCTION / 1
bluffs / NOUN / 1
uninterruptedly / None / 1
grew / VERB / 2
landing / NOUN / 1
lucian / NOUN / 1
galtier / NOUN / 1
1840 / CONJUNCTION / 3
pierre / NOUN / 1
bottineau / NOUN / 1
refugees / NOUN / 1
remaining / VERB / 1
plympton / NOUN / 1
expelled / VERB / 1
resultant / ADJECTIVE / 1
platted / VERB / 1
1847 / CONJUNCTION / 2
patron / NOUN / 1
galtier's / NOUN / 1
selkirkers / NOUN / 1
increased / VERB / 1
2,417 / CONJUNCTION / 1
1831 / CONJUNCTION / 1
4,369 / CONJUNCTION / 1
opportunities / NOUN / 1
violated / VERB / 1
no-trading / ADJECTIVE / 1
reserved / VERB / 1
furs / NOUN / 3
store / NOUN / 1
products / NOUN / 1
merchants / NOUN / 2
refrain / VERB / 2
prohibiton / NOUN / 1
1844 / CONJUNCTION / 1
indians / NOUN / 1
1845 / CONJUNCTION / 1
assiniboia / NOUN / 2
imposed / VERB / 1
20 / CONJUNCTION / 1
imports / NOUN / 1
viewed / VERB / 1
aimed / VERB / 1
vitals / NOUN / 1
reduce / VERB / 1
authorities / NOUN / 1
forwarding / VERB / 1
customary / ADJECTIVE / 1
cart / VERB / 1
pemmican / NOUN / 1
wells / NOUN / 1
barrels / NOUN / 1
whisky / NOUN / 1
7.5 / CONJUNCTION / 1
1835 / CONJUNCTION / 1
smuggled / VERB / 1
1841 / CONJUNCTION / 1
4 / CONJUNCTION / 1
initiative / NOUN / 1
commodities / NOUN / 1
noted / VERB / 1
above / None / 1
grow / VERB / 2
volume / NOUN / 1
changes / NOUN / 1
49th / NUMBER / 1
garden / NOUN / 1
mess / NOUN / 1
workshop / NOUN / 4
meadow / NOUN / 1
fault / NOUN / 1
difficulty / NOUN / 1
produce / VERB / 1
quota / NOUN / 1
details / NOUN / 1
cleaned / VERB / 1
continuous / ADJECTIVE / 1
make-ready / NOUN / 1
disposed / VERB / 1
items / NOUN / 1
harshly / None / 1
undertake / VERB / 1
really / None / 2
garden / VERB / 1
wander / VERB / 1
late / ADJECTIVE / 1
accompanied / VERB / 1
dogs / NOUN / 5
forgotten / VERB / 1
dreams / NOUN / 1
romping / VERB / 1
walks / NOUN / 1
yelping / VERB / 1
delight / NOUN / 1
dashing / VERB / 1
fruitless / ADJECTIVE / 1
hunting / VERB / 1
expeditions / NOUN / 1
jump / VERB / 1
triumphantly / None / 1
muddy / ADJECTIVE / 1
paws / NOUN / 1
ego / NOUN / 1
constantly / None / 1
assuring / VERB / 1
world's / NOUN / 1
guys / NOUN / 1
slob / NOUN / 1
apparent / ADJECTIVE / 1
afternoons / NOUN / 1
apartment / NOUN / 1
farm / VERB / 1
confused / VERB / 1
breakdowns / NOUN / 1
worried / VERB / 1
simplest / ADJECTIVE / 1
wake / VERB / 1
fret / VERB / 1
half / OTHER / 1
actively / None / 1
plow / VERB / 1
contents / NOUN / 1
bulging / VERB / 1
brief / NOUN / 1
speeded / VERB / 1
aged / VERB / 1
bored / VERB / 2
universe / NOUN / 1
skipping / VERB / 1
chapter / NOUN / 1
with / None / 1
answer / NOUN / 1
metaphysical / ADJECTIVE / 1
longer / ADJECTIVE / 1
shave / VERB / 1
clean / VERB / 1
barn / NOUN / 1
newspaper / NOUN / 1
thirty / CONJUNCTION / 1
perfectionists / NOUN / 1
polishing / VERB / 2
reluctant / ADJECTIVE / 1
complicate / VERB / 1
lives / NOUN / 1
blissfully / None / 1
indefinitely / None / 1
lizards / NOUN / 1
indolent / ADJECTIVE / 1
blink / VERB / 1
misfortune / NOUN / 1
whichever / DETERMINER / 1
belong / VERB / 1
demanded / VERB / 1
positively / None / 1
antagonistic / ADJECTIVE / 1
retirement / NOUN / 1
roaming / VERB / 1
gardening / VERB / 1
lying / VERB / 1
watching / VERB / 1
clouds / NOUN / 1
undone / VERB / 1
damn / NOUN / 1
busy / ADJECTIVE / 2
habit / NOUN / 1
futile / ADJECTIVE / 1
luminous / ADJECTIVE / 1
dial / NOUN / 1
wrist / NOUN / 1
watch / NOUN / 1
minutes / NOUN / 1
distant / ADJECTIVE / 1
rooster / NOUN / 1
crowed / VERB / 1
associate / NOUN / 1
answered / VERB / 1
impatiently / None / 1
sheet / NOUN / 1
treacherous / ADJECTIVE / 1
encroachment / NOUN / 1
dawn / NOUN / 1
carpenter's / NOUN / 1
rotary / ADJECTIVE / 1
saw / NOUN / 1
machinery / NOUN / 1
mills / NOUN / 3
babbiting / VERB / 1
doweling / VERB / 1
whatever / DETERMINER / 1
huge / ADJECTIVE / 1
pegboard / NOUN / 6
lumber / NOUN / 1
workbench / NOUN / 8
sandpaper / NOUN / 1
glue / NOUN / 1
assorted / VERB / 1
nails / NOUN / 2
t / NOUN / 1
squares / NOUN / 1
plumb / NOUN / 1
gadgets / NOUN / 1
'em / PRONOUN / 3
ask / VERB / 1
collection / NOUN / 1
wagon / NOUN / 1
jinny / NOUN / 1
meeting / NOUN / 1
car / NOUN / 2
glad / ADJECTIVE / 1
unload / VERB / 1
stuff / NOUN / 1
cellar / NOUN / 6
barrage / NOUN / 1
acid / ADJECTIVE / 1
comments / NOUN / 1
fuss / NOUN / 1
buying / VERB / 1
piled / VERB / 1
neatly / None / 1
corner / NOUN / 1
stare / VERB / 1
blank / NOUN / 1
hang / VERB / 2
nightmare / NOUN / 1
wakeful / ADJECTIVE / 1
charging / VERB / 1
sleeping / VERB / 1
pill / NOUN / 1
attach / VERB / 3
paneling / NOUN / 3
focused / VERB / 1
holes / NOUN / 2
electric / ADJECTIVE / 1
gadget / NOUN / 1
hopeless / ADJECTIVE / 1
sturdy / ADJECTIVE / 2
wobble / VERB / 1
newborn / ADJECTIVE / 1
calf / NOUN / 1
ultimately / None / 1
collapse / VERB / 1
leaned / VERB / 1
figuring / NOUN / 1
scrap / NOUN / 1
kinds / NOUN / 1
two-by-fours / NOUN / 1
properly / None / 1
handled / VERB / 1
disorderly / ADJECTIVE / 1
pile / NOUN / 2
crombie / NOUN / 11
poked / VERB / 1
gingerly / None / 1
assortment / NOUN / 1
better / None / 1
help / VERB / 1
simpler / ADJECTIVE / 1
upstairs / None / 1
phone / VERB / 1
crumb / NOUN / 3
amazement / NOUN / 1
cold / NOUN / 1
attaching / VERB / 1
worktable / NOUN / 1
lightly / None / 1
trouble / NOUN / 1
tied / VERB / 1
finish / VERB / 1
porch / NOUN / 1
handyman-carpenter / NOUN / 1
carpenters / NOUN / 1
mother's / NOUN / 1
hammer / VERB / 1
twenty-five / CONJUNCTION / 1
blatz / NOUN / 9
smithtown / NOUN / 1
liked / VERB / 1
drunk / ADJECTIVE / 1
doubtful / ADJECTIVE / 1
boon / NOUN / 1
crombie's / NOUN / 1
highfield / NOUN / 1
spite / PREPOSITION / 1
fast / ADJECTIVE / 1
lonely / ADJECTIVE / 1
funny / ADJECTIVE / 2
cracks / NOUN / 1
wooden / ADJECTIVE / 1
blatz's / NOUN / 1
attached / VERB / 1
pegboards / NOUN / 2
standing / VERB / 2
disclose / VERB / 1
ignorance / NOUN / 1
starting / VERB / 1
told / VERB / 1
further / ADJECTIVE / 1
discussion / NOUN / 2
appeared / VERB / 1
sticking / VERB / 1
proceeded / VERB / 1
stained / VERB / 1
waxed / VERB / 1
taste / NOUN / 1
outlets / NOUN / 1
them / DETERMINER / 3
fluorescent / ADJECTIVE / 1
lamps / NOUN / 1
an' / CONJUNCTION / 1
guess / VERB / 2
shipshape / ADJECTIVE / 1
question / NOUN / 1
battered / VERB / 1
carrier / NOUN / 1
needs / VERB / 1
voltage / NOUN / 1
fuse / NOUN / 1
circuits / NOUN / 1
'ceptin' / PREPOSITION / 1
nothin' / PRONOUN / 1
depressed / VERB / 1
relieved / VERB / 1
postponed / VERB / 1
face / VERB / 1
stairs / NOUN / 1
usual / ADJECTIVE / 1
confusion / NOUN / 1
cooking / VERB / 1
utensils / NOUN / 1
unoccupied / ADJECTIVE / 1
kitchen / NOUN / 2
well / OTHER / 1
nice / None / 1
contraptions / NOUN / 1
anxious / ADJECTIVE / 1
sayin' / VERB / 1
oh / OTHER / 1
cried / VERB / 1
thousand / CONJUNCTION / 1
doors / NOUN / 2
broken / VERB / 1
protested / VERB / 1
wait / VERB / 1
plenty / NOUN / 1
academic / ADJECTIVE / 1
measurements / NOUN / 1
shelf / NOUN / 1
above / PREPOSITION / 1
sink / NOUN / 1
